"unique_route","statenum","Route","countrynum","x","y","SLOPE_Obs","SLOPE.STDERR_Obs","SLOPE_LogObs","SLOPE.STDERR_LogObs","SLOPE_Rare","SLOPE.STDERR_Rare","SLOPE_LogRare","SLOPE.STDERR_LogRare","SLOPE_Ab","SLOPE.STDERR_Ab","SLOPE_LogAb","SLOPE.STDERR_LogAb","SLOPE_Turn","SLOPE.STDERR_Turn","SLOPE_canopy.mean_400m","SLOPE.STDERR_canopy.mean_400m","SLOPE_canopy.lower_400m","SLOPE.STDERR_canopy.lower_400m","SLOPE_canopy.upper_400m","SLOPE.STDERR_canopy.upper_400m","SLOPE_crop.cci_400m","SLOPE.STDERR_crop.cci_400m","SLOPE_precip_400m","SLOPE.STDERR_precip_400m","SLOPE_temp_400m","SLOPE.STDERR_temp_400m","SLOPE_urban.gaia_400m","SLOPE.STDERR_urban.gaia_400m","SLOPE_perm.water_400m","SLOPE.STDERR_perm.water_400m","SLOPE_seas.water_400m","SLOPE.STDERR_seas.water_400m","SLOPE_water.total_400m","SLOPE.STDERR_water.total_400m","SLOPE_canopy.mean_20km","SLOPE.STDERR_canopy.mean_20km","SLOPE_canopy.lower_20km","SLOPE.STDERR_canopy.lower_20km","SLOPE_canopy.upper_20km","SLOPE.STDERR_canopy.upper_20km","SLOPE_crop.cci_20km","SLOPE.STDERR_crop.cci_20km","SLOPE_precip_20km","SLOPE.STDERR_precip_20km","SLOPE_temp_20km","SLOPE.STDERR_temp_20km","SLOPE_urban.gaia_20km","SLOPE.STDERR_urban.gaia_20km","SLOPE_perm.water_20km","SLOPE.STDERR_perm.water_20km","SLOPE_seas.water_20km","SLOPE.STDERR_seas.water_20km","SLOPE_water.total_20km","SLOPE.STDERR_water.total_20km","SLOPE_canopy.mean_40km","SLOPE.STDERR_canopy.mean_40km","SLOPE_canopy.lower_40km","SLOPE.STDERR_canopy.lower_40km","SLOPE_canopy.upper_40km","SLOPE.STDERR_canopy.upper_40km","SLOPE_crop.cci_40km","SLOPE.STDERR_crop.cci_40km","SLOPE_precip_40km","SLOPE.STDERR_precip_40km","SLOPE_temp_40km","SLOPE.STDERR_temp_40km","SLOPE_urban.gaia_40km","SLOPE.STDERR_urban.gaia_40km","SLOPE_perm.water_40km","SLOPE.STDERR_perm.water_40km","SLOPE_seas.water_40km","SLOPE.STDERR_seas.water_40km","SLOPE_water.total_40km","SLOPE.STDERR_water.total_40km"
"35_5",35,5,840,792470.482954156,2040581.96064336,-0.192918192918192,0.0808315104294086,-0.00326149908282851,0.00133681762025788,-0.0425985128432296,0.0190979276207501,-0.00170627106372577,0.000774102348883231,-10.3083028083028,2.77516006753684,-0.0113105851638718,0.00301519667189985,0.00114745462154842,0.00113354409230335,-0.00404774099287968,0.000321915105005511,-0.00385135390416767,0.000335162710631235,-0.00394346459096457,0.000311394991417954,7.49149100797437e-05,2.38191196303093e-05,0.933999836918481,0.939127101558882,0.0699704554702683,0.0244870326675469,0.0118226873605369,0.00176923014139615,NA,NA,0.000501760994341225,0.000576669547010611,-0.0003227969,0.0009137404,-0.00412417517375971,0.000388866104661719,-0.00398767016241521,0.000408038785921745,-0.00404873870573873,0.000381602843446697,-0.000101549321971209,5.53933535391991e-06,0.984892504080964,0.904141566217676,0.0718707384109919,0.0241693347181115,0.0135458018928647,0.00114193816405299,0.178046902693444,0.152703701694917,0.00225817728537442,0.000528649563182214,0.180305079978818,0.152762012161262,-0.00324594902473828,0.000206203962411934,-0.00307035409035407,0.00022197561500755,-0.00320017094017082,0.00020354046600646,-0.000147050749768916,5.03204109751934e-06,1.11094839102354,0.895506840405544,0.0678175087479649,0.024028995973838,0.0260208984919277,0.00250602491278512,0.166110831841875,0.142495890481425,0.00423921741518285,0.00106387199496702,0.170350049257058,0.142618674599833
"35_9",35,9,840,911950.702954395,2130388.50180267,-0.402930402930401,0.152661550401516,-0.00641272747300684,0.00241427901576541,0.0246881025092783,0.0547419290444361,0.00136145656115864,0.00227501049897052,-18.9151404151403,4.97496772989685,-0.0189543347038685,0.0058344425216809,0.00186963944331652,0.00136022327836105,-0.00406013049533724,0.000343776400094886,-0.00374279463108662,0.000290921604261973,-0.00407658119658132,0.000345460190284551,9.59358102215378e-05,1.18088819184783e-05,0.822679831393926,0.94788615194582,0.0621910969581347,0.0231993803874138,0.0435325499044289,0.00243131530938869,0.105124370153261,0.0822794719776253,0.00796033069953393,0.0031044999244675,0.1130847,0.08187613,-0.00321408005073863,0.000118525729197227,-0.00288873698338441,9.87372594920128e-05,-0.00321350427350414,0.000118878025314672,-3.00022264123058e-05,1.43491541070887e-05,0.896015365463214,0.868106312719877,0.0636871465814075,0.0235734945534664,0.0411018488809677,0.00238654795702286,0.196104837265464,0.166709679781954,0.00429462012869268,0.00201381836201455,0.200399457394157,0.166745711256772,-0.00354966056851912,8.28147703267349e-05,-0.00322320512820511,7.28517212251551e-05,-0.00354368131868114,8.24322908263853e-05,1.35090109520947e-05,1.61976253736017e-05,0.879065740404019,0.852245369303013,0.0654040474560048,0.0235093385869191,0.0510666797889529,0.00284160556422613,0.174073090423215,0.148327954574783,0.0038473692151999,0.00177164685700738,0.177920459638414,0.14840492596699
"36_1",36,1,840,365350.22753097,1965993.7001279,0.190434782608701,0.128556613994233,0.0028915413506082,0.00200918031989599,0.01330521348212,0.0345259363608723,0.000590407918663859,0.00157226690637892,-7.17347826087011,3.12956291016932,-0.00708861367384396,0.00293475281173275,0.000176026118353661,0.00165576333516655,-0.00228154149854597,0.000362624440181481,-0.00170650031632985,0.000334067751620865,-0.00233777167277164,0.000364910757934848,-0.000335384704671725,9.75801503016391e-05,0.252139623807128,1.57154300228806,0.0697280223460713,0.0210056128998739,NA,NA,0.189372815808377,0.156202488104612,0.00200332436930316,0.00619540383609132,0.1913761,0.1551516,-0.00523868016976297,0.000385026140618002,-0.00467578617847439,0.000376544735368812,-0.00521974969474953,0.000380421458484209,-0.00011440528424079,3.43646658296525e-05,0.244396700242716,1.51502239338918,0.0648575663205129,0.0209473978478451,0.030877692127529,0.00356707943989386,0.2475751945099,0.213737317549765,0.00582983118902092,0.00338259114926347,0.253405025698921,0.213233003550653,-0.00462961613494525,0.000314737801135233,-0.00413944444444467,0.000313075712712275,-0.00459301587301589,0.000311836897674104,-7.51374028047866e-05,2.72858862233461e-05,0.296648846351349,1.43351713077302,0.0630355550949764,0.0208254472773653,0.0319219593072806,0.00409777920802726,0.222827504429236,0.192301536219902,0.00425111383670902,0.00444387016295765,0.227078618265945,0.192240935355527
"36_11",36,11,840,223141.238094342,2045962.91939135,0.0588856530226882,0.134325743897977,0.00109286016236029,0.00239138924830314,0.0651468633402483,0.0606933936092526,0.00306755306120334,0.00253741915189886,-2.73303037091561,7.77541927413607,-0.00498445922274905,0.00701867411408214,-0.00106751850465804,0.00184127672337655,-0.00487245586777185,0.000197200841651613,-0.00463332135853252,0.000183062375345954,-0.00487062332112341,0.000196907845924101,-0.000138603053797401,6.85168456029454e-05,0.486524163145186,1.23785457752873,0.0679226039612768,0.0209142781742512,0.0469086202224415,0.00713919261143653,0.234457294685902,0.200765239126532,0.0110056556581333,0.00440442229902266,0.245463,0.2008173,-0.00369155745732892,0.000187626489151773,-0.00334027173077967,0.000201092469578435,-0.00365384004884006,0.000185751964672253,-0.000231987731134328,1.73684688431521e-05,0.614290808362655,1.21116887903176,0.0695005940281248,0.0208347138284292,0.0945485085437406,0.00992128872510713,0.216110605410097,0.193126591009453,0.0510847173400989,0.021671628237095,0.267195322750196,0.195570409452895,-0.00355727744615108,0.000208092123546725,-0.00327282661782663,0.000218016959442462,-0.00352147741147733,0.000203777012744141,-0.000484025395758251,1.7684181474603e-05,0.702396006660829,1.14419474561405,0.0700340350096081,0.0208322808968236,0.144460588191828,0.0139059918839117,0.176993618686287,0.152828779708462,0.0212481692533586,0.00801859836372316,0.198241787939646,0.153524253507095
"36_123",36,123,840,200598.08539949,2129260.78650613,-0.537422137038811,0.180312870369176,-0.0132065106723693,0.00427558936282773,-0.176565805867505,0.0462280648372358,-0.00892259098730721,0.00224925340614953,-13.5975563009104,3.94716955142674,-0.0266301267989899,0.00733269924071592,0.00680627954763919,0.00225156549559069,-0.000700556347134564,5.07768395946363e-05,-0.000691942945340105,6.15534202427978e-05,-0.000700574481074472,5.07786793706055e-05,0,0,0.73594876335782,1.11433019630571,0.0564864675481617,0.0219894809461564,0.000241203586886802,7.3076154820672e-05,0.0330701295872616,0.0262737503378406,0.00251630245483684,0.000286547202365962,0.03558643,0.02630741,-0.000831788023860498,4.32225987888559e-05,-0.000748314187029909,4.47349547463982e-05,-0.000825180708180738,4.29358673814918e-05,-0.000236432794878627,1.3159585663279e-05,0.681559299854495,1.11537442774715,0.056383176638348,0.0220023082436915,0.0652249815414278,0.00808647599777275,0.0828439834480524,0.0696294694599004,0.00101686293843982,0.000507664568437651,0.0838608463864923,0.069568528239767,-0.000983313589504764,2.93722967958842e-05,-0.000851181318681335,2.82847032211689e-05,-0.00097975885225881,2.88005326467886e-05,-0.000180613569620346,9.22183903719787e-06,0.658219792867976,1.08855898529797,0.0553122585497148,0.0220236494671033,0.0437596893980243,0.00578614686450156,0.0964261658092013,0.0823508622121116,0.00147489990966246,0.00126898225340431,0.0979010657188637,0.0824626951229655
"36_13",36,13,840,152964.455821549,2092446.20254895,0.405982905982903,0.0788407904131122,0.00842659777132361,0.00161999326060448,0.0896194036525372,0.0304995610975526,0.00404781266148779,0.00143015982692832,5.13308913308912,2.91545572666074,0.0049624742444157,0.00300407563721121,-0.00419205996612949,0.0010895716755544,-0.000792681998005164,0.000106964563268491,-0.000697280843538876,0.000100011339010929,-0.000771159951159937,0.000117652911656763,-2.80046151605784e-05,1.0994561029028e-05,1.79295888353144,1.10587673481617,0.0722386434603388,0.0230404498347519,0.0148718147821617,0.0013574929245523,0.0218145982035415,0.0187121100778392,0.000366727888959048,0.00114019028017131,0.02218133,0.01867023,-0.00105116991603326,7.50362190635239e-05,-0.0008629957172294,6.78363712940892e-05,-0.00105037912087913,7.46632111367811e-05,-0.000186269698316176,1.11343914448467e-05,1.32310861048668,1.11237394847859,0.0623428270956294,0.0223110803189992,0.0338227480225658,0.00459105647647761,0.0833778212734439,0.0714622418020512,0.00227043172886769,0.00115906330154387,0.0856482530023116,0.0713550407590765,-0.00131173242076182,0.000102997439511168,-0.00112286507936505,9.98430940188662e-05,-0.0013014536019536,0.000101471915651919,-0.000370088838247185,1.35948901158796e-05,1.18182329283809,1.10017268595441,0.0599412036034563,0.0220218123519802,0.0867476142410805,0.00717751437546793,0.135281334435235,0.115883511140575,0.00173603671714128,0.00171178636960683,0.137017371152376,0.115957386005876
"36_14",36,14,840,158303.287418909,2097771.06609133,0.202101782973201,0.130887401712852,0.00454202521575709,0.00271255637927257,0.126240761296359,0.0327217935317183,0.0060534844369892,0.00153391085356631,-20.6558507497934,4.54106414208224,-0.0246821425732988,0.00504922118298429,-0.0019490028452607,0.00148598863337284,-0.00135194707378588,0.000155824000393809,-0.00112080916446859,0.000136482583610562,-0.00135175457875459,0.000155833805463821,-0.000149553955328234,2.56140711900061e-05,1.63760045536355,1.10164550496121,0.0696313350687758,0.022718084436616,0.0609292533355589,0.0108607680624998,0.0227819220184071,0.0192308724362735,0.00219581239665767,0.00126937782742089,0.02497773,0.01928666,-0.00110431655720553,5.40531008059869e-05,-0.000932109575503042,5.02139896473129e-05,-0.00110144993894995,5.33159983416021e-05,-0.000198778562677182,1.41682301367115e-05,1.28951180494832,1.11937655610651,0.0628844718597273,0.022308004936769,0.0376698539122662,0.00512540105955868,0.0640359384946871,0.054504985776498,0.00054083208069369,0.00249236207612902,0.0645767705753808,0.0548281554878776,-0.00155112203161161,0.00010357968287704,-0.00135118315018319,0.000101810489242014,-0.00153946031746027,0.000101702426065033,-0.000482660222368808,1.59345697999685e-05,1.12665123109301,1.10167880617135,0.0604684108232568,0.0220388461566863,0.110926086874925,0.00985431265160125,0.133238262771011,0.113595801289208,0.00199778236925014,0.00175375240530901,0.135236045140261,0.113681226014283
"36_17",36,17,840,441065.55594365,2142835.66562163,-0.0166049909858626,0.112004676102544,-0.000154504622781302,0.00199864439932534,0.0372352312772916,0.0278324843241011,0.00185945762729608,0.00134284032345252,-15.0545592560964,8.84237481835246,-0.0104787246297699,0.00650929797609981,0.00165890013450684,0.00147802995135333,-0.00332505758360176,0.000252325186880984,-0.0031809726297706,0.000269853368498643,-0.00334059401709401,0.000254245930168706,-6.46602588350046e-06,3.16485626502231e-05,1.01111620716262,1.08090520272377,0.0606550239906854,0.0212320594021219,0.0584902312270844,0.00851535458812753,0.0556234418146285,0.0471498961762621,0.00260472693868373,0.000426320973443106,0.05822817,0.04715046,-0.00413845354663383,0.000145848342394083,-0.00378619770517974,0.000149652782000098,-0.00412032356532348,0.000144473402343763,-0.000221039109928006,2.72809215338675e-05,1.01339120670822,1.09362172786753,0.0602128017474187,0.0210774779050136,0.0277808858995107,0.00343485199958704,0.203224823680722,0.175417713742283,-2.92161298607896e-05,0.0023682069166007,0.203195607550862,0.175758101224996,-0.00326599051064439,0.000125401796745262,-0.00293480463980457,0.000110426706409419,-0.00324738095238089,0.00012457742268543,-0.000159301475384672,2.19639670112802e-05,0.862222726820364,1.05864852622057,0.0605953016294297,0.0210279226198787,0.0410076265866319,0.00533451112544837,0.236680679596998,0.206514718130594,0.00397124077278305,0.00281303160891503,0.240651920369781,0.206848622464898
"36_2",36,2,840,274330.125054146,1968619.68113381,0.389499389499387,0.129933883943379,0.00674469205989761,0.00221900437225686,0.0893627975001463,0.0349623700558968,0.00357614111834643,0.00136061462242216,13.2576312576312,8.33208480943968,0.0192615753000625,0.0088409447716521,-0.00464688653240629,0.00132227691953934,-0.00328244693883714,0.000228322921962647,-0.00307859518778079,0.000229458134809477,-0.00319125763125771,0.000232036690778934,0.000618964112494612,7.60359255037141e-05,0.771029457296261,1.4290421448963,0.0578374411334571,0.0212619931752169,0.0364353852024449,0.00491022168207764,0.0194973609865545,0.0168797641078011,0.00634416099352515,0.00126174372378711,0.02584152,0.0169727,-0.0119858082736373,0.000373359371838723,-0.011398416124251,0.000411570203930791,-0.011943998778999,0.000370679933978717,0.000293977382303544,3.27425341728461e-05,0.6352952688662,1.40894570626914,0.0607100412273908,0.0211578307600123,0.0156672649598046,0.00243833629876798,0.13983869159945,0.119627952608641,0.00692868838455719,0.001607616129701,0.146767379984007,0.119650650639873,-0.0107358472427003,0.000462093790002338,-0.0101652503052505,0.000494414953759744,-0.0106818864468865,0.000459043669001059,0.000243442915157355,3.41702480714377e-05,0.565163231168424,1.36135723992148,0.0613739560039212,0.0210893005378822,0.0180655219538851,0.00269709620627526,0.161185879603627,0.137751042711855,0.00643241985580882,0.00162143701248344,0.167618299459436,0.138117305462956
"36_24",36,24,840,102562.720833735,2113061.63819605,-0.174382551053137,0.122959630901874,-0.00379739624267047,0.00287348668036835,-0.15685840904374,0.0316616485839108,-0.00776364414388616,0.00159589207516248,-2.00101571688227,4.25242018687509,-0.00132977943491384,0.00558463019626757,-0.00224003155405568,0.00187198674531684,-9.02713611464669e-06,1.15060218062958e-05,4.58616421065384e-05,2.59013434240486e-05,-9.01446886446937e-06,1.15063513620621e-05,9.285180387842e-06,2.55018680917734e-05,1.59060618581843,1.11972157164122,0.052723363136416,0.0222348922999797,0.00364690591774358,0.000197708242992692,0.0312757827234168,0.0261831382625195,0.00131754934735376,0.000505278081033172,0.03259333,0.02622216,5.89382103168003e-05,4.87036540195572e-05,0.000116439709509786,4.61199352054002e-05,5.94755799755921e-05,4.86148790411433e-05,-3.82016291202525e-05,7.89664343945356e-06,1.29000750801486,1.07531047654383,0.0493198029485994,0.0223160178103424,0.028893715062796,0.00355496177085772,0.0491898871964186,0.0422514923830397,0.00138224332553809,0.000877898475581977,0.0505721305219567,0.0421009990939175,-0.000142770652749437,4.59786911392206e-05,-7.23888888888693e-05,4.3608533452098e-05,-0.000139262515262491,4.54996697837903e-05,-2.55319778477885e-05,7.25817679295075e-06,1.16144617093935,1.05027053130953,0.0492148189490456,0.0222985354431873,0.0209685739616762,0.00276581036155146,0.121979881228321,0.104719618110264,0.00031384533516104,0.000853747987504896,0.122293726563482,0.104587877253382
"36_26",36,26,840,2248.864279495,2182808.24128051,0.392520534463829,0.159576809808743,0.00874590589864416,0.00330904197720778,-0.0647681228166162,0.0588947077219993,-0.00316644164815399,0.00267239056315332,10.1682879745638,6.53168673029176,0.0088977547080374,0.00702510796001558,0.00467249866502915,0.00156340300665791,-4.28325096976618e-06,8.02060409587518e-06,-4.30449691034286e-06,8.01967049244797e-06,-4.30439560439911e-06,8.01961281505379e-06,NA,NA,1.64258270053635,0.814768777166089,0.050115273554963,0.0246738907429665,0.0266141410385779,0.00183625078593838,NA,NA,NA,NA,NA,NA,-0.000400554255682267,2.75638797646492e-05,-0.000318085440178941,2.96681251525984e-05,-0.00040224603174604,2.76573043499204e-05,-3.49846431872886e-05,2.29970554803561e-06,1.63728296479917,0.776030045843635,0.0491033848300234,0.0245729169251069,0.0193158808941986,0.00168868192111628,0.0353150674514178,0.0302459137194783,0.00273279862023567,0.000490449128966488,0.0380478660716534,0.030189456737424,-0.000672115691402633,2.93936298708553e-05,-0.000571500000000001,2.91163830832293e-05,-0.000668516483516492,2.90966236430326e-05,-0.000201404294462792,1.65009996789372e-05,1.46990517820102,0.731114554838459,0.048716676518383,0.0245703675298834,0.0457978483554009,0.00530232046682666,0.0855631287175016,0.0735291326405757,0.00293245959127526,0.000518757208949751,0.0884955883087768,0.0734722707550134
"36_28",36,28,840,-25662.7962174864,2151182.52766981,0.138583638583638,0.0711847202404681,0.00283952750616131,0.00143918584156943,0.0191510588346434,0.0323613943557291,0.00103299325143811,0.00160287331315623,-1.99023199023196,3.60351855520102,-0.00220878482236013,0.00339494680548963,-0.000431014136486614,0.00141135269463346,-0.00186753040805578,0.000132153102881908,-0.00167203115532413,0.000101477307747139,-0.00186445573870574,0.000132444765848719,-0.00047536792943617,5.48731559492349e-05,1.51801472206922,0.754251637459259,0.0494921760661588,0.023914155137283,0.343423487251785,0.0716933364494825,0.0607556342583254,0.0492342806220724,0.0217978604564517,0.00692720748662317,0.08255349,0.05055295,-0.00174583410377475,6.72692183812201e-05,-0.00152642838875892,6.73236701697454e-05,-0.00173204761904759,6.64928133868073e-05,-0.000781492892734029,7.32220421131719e-05,1.40451969178642,0.707284827414707,0.0471713862398034,0.0241146906755434,0.114346142205974,0.0144891399234122,0.157323209400638,0.134602012787619,0.0153658352082425,0.0112560430415584,0.172689044608881,0.134296335530156,-0.00153424744320556,6.15402435752477e-05,-0.00133165873015873,6.06624536428735e-05,-0.0015181507936508,6.04706714895257e-05,-0.000391832457173045,3.59740501244449e-05,1.48333738461302,0.717776308178435,0.0465741755043448,0.0242054691867569,0.0503871785177427,0.00614765180213756,0.165925618838328,0.141861056174207,0.0096786799136662,0.00665726692792458,0.175604298751995,0.141711185261953
"36_3",36,3,840,242856.30601164,1994678.48725827,0.237593128882947,0.0991512434233473,0.00424638757392471,0.00174668930294514,0.114012196239105,0.0339704245880953,0.00475908071869981,0.00141100452532864,-6.25556298111446,2.95712703322817,-0.00805243836084037,0.00337495947859484,-0.00169862456795904,0.00129089353446011,-0.00540335992614216,0.000187673878631418,-0.00506939002566063,0.000208108282037212,-0.00538962148962135,0.000190017392791713,0.000688414149952625,6.82881904847755e-05,0.793596495501407,1.19213440386407,0.0768066327638965,0.0216729790107975,0.0177893398622431,0.00305678079078192,0.205465034001768,0.178782394151687,0.00747410425718368,0.00645387558241183,0.2129391,0.1805196,-0.00616808906816639,0.000194937190857498,-0.00579815472904635,0.000208128118359821,-0.00613921855921862,0.000192977291798353,0.000224834668063517,5.08968410833316e-05,0.680310451157422,1.22502092757813,0.0738628632034196,0.0215394419324069,0.0195604751729071,0.00335161909564055,0.245584924720242,0.211392958511265,0.0064578318415276,0.00409826884419365,0.25204275656177,0.21267917950719,-0.00713329851924639,0.000219103750219135,-0.00671036630036631,0.000236460673919823,-0.00709412698412707,0.000216031969657578,0.000154172202666485,3.91951466274729e-05,0.573948698337853,1.21627812890529,0.0710447372721572,0.0212034501648402,0.0159073398399305,0.00256481055980772,0.167340925560245,0.14304088451988,0.00724972061933412,0.00243179617207541,0.174590646179579,0.143444413374918
"36_32",36,32,840,155873.295185567,2234718.18528733,-0.523532884638093,0.0930264143368658,-0.0127873437512182,0.00235751078623533,-0.119356447046533,0.0242125321303709,-0.00590286462425628,0.00121676744894617,-12.8539851222104,2.18680797689463,-0.0202754835297379,0.00351985407560874,0.00375493102792609,0.00146643347932206,-0.000618712241024833,3.93596743763387e-05,-0.000532526803818844,4.60365385183617e-05,-0.000618684981684933,3.93552509494363e-05,-8.7953477783997e-06,4.43876627147496e-05,1.22130521804047,0.95307323511257,0.0397568366449711,0.0230656381911963,0.00260528593376683,0.000148568587308104,NA,NA,-0.00180496698589435,0.000956866139011424,-0.00209874,0.0009920987,-6.62121038093681e-05,2.48093212719613e-05,-3.17884190558796e-06,2.40134217365538e-05,-6.23778998779095e-05,2.4876702787394e-05,-5.9457663791531e-05,2.6621446989363e-05,1.14289365797024,0.92107610940252,0.0402977178866289,0.0230291381802631,0.0146114527118621,0.00180130331684681,0.114689157435633,0.0986937323139195,-0.00148254182883215,0.00260736933182955,0.113206615606801,0.0982416498108846,-0.000146524919310957,2.73081039871764e-05,-7.80042735042727e-05,2.5540497008994e-05,-0.000141055555555556,2.67047528437758e-05,-4.91820656685921e-05,3.0981235971077e-05,0.970926413893142,0.922657926430969,0.0423200481025369,0.0230011103644295,0.0150478816224702,0.0018071803045945,0.135529114127339,0.11629711848914,-0.0014793509833181,0.00303656654092607,0.13404976314402,0.115948657631695
"36_33",36,33,840,15116.279239074,2227417.26523358,-0.402495291902072,0.0777189179379644,-0.0108721385925392,0.00202521229749382,-0.0871291802796519,0.0208963095396434,-0.00461603686989673,0.00109261999969881,-1.38093220338983,3.10297728940791,-0.00270128337410135,0.00432738269650621,0.00283388272655768,0.00117926630854526,0,0,3.58646505693336e-06,2.75666928761827e-06,0,0,-8.96970593940289e-05,4.0681349520777e-05,1.13134507295707,0.875815244202123,0.0611993771314433,0.0259021398880586,0.00150576376029509,0.000107881344568364,0.00855195061205181,0.0073285833807057,0.000127301103222995,0.000158949230263288,0.008679252,0.0073325,-7.73806811516791e-05,2.99351617534423e-05,-2.67694682839435e-05,2.68769906089855e-05,-7.66749084249179e-05,2.99400886067547e-05,-7.4776680294037e-05,4.71708996558503e-06,1.17154520747618,0.8510566123236,0.058394201381853,0.0258004785224498,0.0281929751916052,0.00197745422799077,0.0596269232984635,0.0510800506501647,0.00133807035981501,0.000217932470000769,0.0609649936582785,0.0510566457521891,-0.000123831873105871,3.39739784289179e-05,-5.91111111111132e-05,3.07639902469821e-05,-0.000123608669108662,3.39698822135749e-05,-6.3397526123133e-05,3.85558497454566e-06,1.32406012723474,0.83174484497637,0.0564452995020904,0.025587693858752,0.0246778442769622,0.00201279361149044,0.0677303539315442,0.0575852356818126,0.00135751761858984,0.000689824354360103,0.069087871550134,0.057500966091763
"36_4",36,4,840,112362.469495661,1969998.80687337,0.550796867298258,0.199429878398864,0.0106288753725798,0.00379298067866794,0.145592116382968,0.0478424075136159,0.00648866500966612,0.00220558786133992,8.2131551563588,9.97174056204024,0.0120580357165338,0.0118314219239344,-0.00179967626604609,0.00214480628607575,-0.000956059096319753,0.000114528945131706,-0.000704095186143073,0.000107590786648446,-0.000927706959706986,0.00011359409690842,0.000443526084551721,6.30601768658838e-05,0.493225796861178,1.02118460948932,0.0607819000605426,0.022350859620632,NA,NA,0.0462598511890468,0.0359380795221348,0.00388206185426049,0.000576933354819503,0.05014191,0.03589661,-0.00125097939910539,0.000210617428688225,-0.0010414502775637,0.000206395908317649,-0.00123567948717951,0.000208323585701104,-4.09026678822222e-06,4.70003231904045e-05,0.803046899436898,1.00385162020192,0.0623582630060869,0.0225505421012557,0.00959499560657853,0.00157888506093595,0.0672935422296278,0.0575342296811116,0.00204439459801797,0.000356453323755582,0.0693379368276458,0.0574264525457536,-0.00144102337517899,0.000194551466982576,-0.0012314249084249,0.000191583546288186,-0.00142425641025639,0.000192748068588178,0.000129894759899023,3.4398810282138e-05,0.911915621586798,1.00150604978315,0.0640521394411945,0.0226052975575394,0.016946797370722,0.00242724352901657,0.0735440596294807,0.0619015268724042,0.00332626517173251,0.000420908467938054,0.0768703248012132,0.0617967372107793
"36_6",36,6,840,453566.095104988,2120925.82725009,-0.165445665445665,0.114397606364825,-0.00350268019432934,0.00227854749884653,-0.0528002005549605,0.0305834575578375,-0.00291285283740011,0.00169183734236106,-2.36691086691087,5.44431720444394,-0.0020188534627536,0.0049483555251627,0.00288577565807765,0.00139937016780886,-0.000377431204216052,5.64445659998335e-05,-0.00025475493679051,6.32475760887824e-05,-0.000377254945054947,5.64409861889097e-05,-9.12898109159782e-05,1.35967687136118e-05,1.12776601777196,1.11778811759221,0.0639756259723498,0.0212757159535893,0.014928438973049,0.00244775743467785,0.00562191590411256,0.0046937200926475,-0.000284993236110026,0.000502039690566105,0.005336923,0.004691377,-0.00181300688019174,8.70730017235829e-05,-0.00159324052772744,8.7267201702794e-05,-0.00180202686202693,8.69613215298556e-05,-0.000124617021906607,9.22001991263473e-06,1.0449225897098,1.08123323621937,0.0630217533189514,0.0211104804250234,0.046478775021614,0.00864801032491038,0.250632396508185,0.22191473861145,0.00564915540382839,0.00304493754076422,0.256281551912013,0.221845233279084,-0.0020620485756236,8.56168452680759e-05,-0.00182463980463966,7.42134828489419e-05,-0.00204846764346778,8.51354838226121e-05,-0.000134731495128597,8.33990641265811e-06,0.99805571189786,1.03998767546145,0.0622472798862012,0.0212341269323144,0.0307546828943415,0.00523997986982411,0.220271047528477,0.191086790143024,0.00419301986708197,0.00284636666926966,0.224464067395559,0.19132820384506
"36_7",36,7,840,373492.391489056,2070040.70452088,0.432795211318692,0.103758313649818,0.0082785039607919,0.00196356582108378,0.270202622311813,0.0481338466956174,0.0127311534525767,0.00223581637853425,-15.6601668782875,3.31267555836887,-0.016294873459548,0.0031824035640678,-0.00234366907351518,0.00139059697280383,-0.000145847518709589,4.93065518325154e-05,-1.92835286605529e-05,5.48067976537405e-05,-0.000148976190476191,5.04756271825653e-05,-4.10327385804246e-05,7.96542104431415e-05,0.0721456725396664,1.05035845912685,0.0494433180930791,0.0217232843858703,0.0744061204333654,0.0137101120640219,0.0510362223502381,0.0439098180439329,0.00167994908566865,0.00177873935456994,0.05271617,0.04434725,-0.00174617745135078,0.000158060912183464,-0.00142106407884569,0.000153389714078527,-0.00171174053724045,0.000154612739870947,-0.000325839801635468,1.18793012060135e-05,0.188901731058103,1.01615207916762,0.0526322615543483,0.0214633937087841,0.0886076351555563,0.00868895831466179,0.097847160533813,0.0811804484515933,0.00558618342593946,0.0021380815515497,0.103433343959752,0.0815437863770818,-0.00134356060383745,0.00018539965100784,-0.00108083394383396,0.000181715472793292,-0.00128981501831498,0.000181717463567802,-0.000238015541807227,8.88178746642488e-06,0.42196520311432,0.994586692051745,0.0557348788660998,0.0212955018347554,0.0696201801237265,0.00728003770471951,0.17999114903221,0.152293271808039,0.00845881036247708,0.00459085651913359,0.188449959394687,0.152904683304747
